ngram,total_frequency,relative_frequency
galeria principalmente,2,0.001464128843338214
principalmente general,2,0.001464128843338214
general zona,2,0.001464128843338214
zona sur,2,0.001464128843338214
sur salamanca,2,0.001464128843338214
descuidado calle,2,0.001464128843338214
calle pavimento,2,0.001464128843338214
pavimento actualmente,2,0.001464128843338214
actualmente area,2,0.001464128843338214
verde feo,2,0.001464128843338214
feo calle,2,0.001464128843338214
calle descuidado,2,0.001464128843338214
descuidado incluir,2,0.001464128843338214
incluir rancheria,2,0.001464128843338214
rancheria pertenecer,2,0.001464128843338214
pertenecer salamanca,2,0.001464128843338214
salamanca bonito,2,0.001464128843338214
bonito turistico,2,0.001464128843338214
turistico mantenimiento,2,0.001464128843338214
mantenimiento rancheria,2,0.001464128843338214
rancheria precio,2,0.001464128843338214
precio elevado,2,0.001464128843338214
elevado salamanca,2,0.001464128843338214
salamanca ganar,2,0.001464128843338214
ganar sueldo,2,0.001464128843338214
sueldo petrolero,2,0.001464128843338214
petrolero ciudad,2,0.001464128843338214
ciudad alrededor,2,0.001464128843338214
alrededor variedad,2,0.001464128843338214
variedad aspecto,2,0.001464128843338214
aspecto precio,2,0.001464128843338214
feo peligroso,2,0.001464128843338214
peligroso salir,2,0.001464128843338214
salir noche,2,0.001464128843338214
faltar cosa,2,0.001464128843338214
cosa salamanca,2,0.001464128843338214
salamanca empezar,2,0.001464128843338214
empezar inseguridad,2,0.001464128843338214
inseguridad ayudar,2,0.001464128843338214
ayudar general,2,0.001464128843338214
sentir salamanca,2,0.001464128843338214
ciudad necesitar,2,0.001464128843338214
necesitar invertir,2,0.001464128843338214
invertir seguridad,2,0.001464128843338214
seguridad ocurrir,2,0.001464128843338214
ocurrir ciudad,2,0.001464128843338214
ciudad mexico,2,0.001464128843338214
mexico considerar,2,0.001464128843338214
considerar descuidar,2,0.001464128843338214
descuidar ciudad,2,0.001464128843338214
ciudad aspecto,2,0.001464128843338214
aspecto basico,2,0.001464128843338214
basico limpieza,2,0.001464128843338214
limpieza riego,2,0.001464128843338214
riego area,2,0.001464128843338214
verde mantenimiento,2,0.001464128843338214
mantenimiento general,2,0.001464128843338214
general ultimamente,2,0.001464128843338214
ultimamente percibir,2,0.001464128843338214
percibir vida,2,0.001464128843338214
vida nocturno,2,0.001464128843338214
nocturno terminar,2,0.001464128843338214
terminar impresion,2,0.001464128843338214
impresion toque,2,0.001464128843338214
toque queda,2,0.001464128843338214
queda oficial,2,0.001464128843338214
oficial razon,2,0.001464128843338214
razon pensar,2,0.001464128843338214
pensar salamanca,2,0.001464128843338214
salamanca considerar,2,0.001464128843338214
considerar ciudad,2,0.001464128843338214
ciudad turistico,2,0.001464128843338214
turistico deber,2,0.001464128843338214
deber reconocer,2,0.001464128843338214
reconocer aspecto,2,0.001464128843338214
aspecto positivo,2,0.001464128843338214
positivo fiesta,2,0.001464128843338214
fiesta tianguis,2,0.001464128843338214
tianguis ejemplo,2,0.001464128843338214
ejemplo encontrar,2,0.001464128843338214
encontrar producto,2,0.001464128843338214
producto comida,2,0.001464128843338214
comida precio,2,0.001464128843338214
accesibl realizar,2,0.001464128843338214
realizar evento,2,0.001464128843338214
evento especial,2,0.001464128843338214
especial feria,2,0.001464128843338214
feria elote,2,0.001464128843338214
elote feria,2,0.001464128843338214
feria nopal,2,0.001464128843338214
nopal centro,2,0.001464128843338214
centro ciudad,2,0.001464128843338214
ciudad reactivo,2,0.001464128843338214
reactivo atraer,2,0.001464128843338214
atraer persona,2,0.001464128843338214
persona ayudar,2,0.001464128843338214
ayudar impulsar,2,0.001464128843338214
impulsar comercio,2,0.001464128843338214
comercio local,2,0.001464128843338214
local vida,2,0.001464128843338214
vida lugar,2,0.001464128843338214
lugar conclusion,2,0.001464128843338214
conclusion salamanca,2,0.001464128843338214
salamanca area,2,0.001464128843338214
area importante,2,0.001464128843338214
importante mejorar,2,0.001464128843338214
mejorar tradicion,2,0.001464128843338214
tradicion actividad,2,0.001464128843338214
actividad fortalecer,2,0.001464128843338214
fortalecer economia,2,0.001464128843338214
economia local,2,0.001464128843338214
local identidad,2,0.001464128843338214
ciudad opinion,2,0.001464128843338214
opinion descuidado,2,0.001464128843338214
lugar familiar,2,0.001464128843338214
familiar turistico,2,0.001464128843338214
turistico faltar,2,0.001464128843338214
faltar arreglo,2,0.001464128843338214
arreglo paisaje,2,0.001464128843338214
malo salamanca,2,0.001464128843338214
salamanca provenir,2,0.001464128843338214
provenir inseguridad,2,0.001464128843338214
inseguridad falta,2,0.001464128843338214
falta zona,2,0.001464128843338214
zona recreativo,2,0.001464128843338214
lugar excelente,2,0.001464128843338214
excelente turista,2,0.001464128843338214
turista variedad,2,0.001464128843338214
variedad punto,2,0.001464128843338214
inter lugar,2,0.001464128843338214
lugar relativamente,2,0.001464128843338214
relativamente comodo,2,0.001464128843338214
comodo vivir,2,0.001464128843338214
vivir salamanca,2,0.001464128843338214
salamanca opinion,2,0.001464128843338214
opinion genuin,2,0.001464128843338214
genuin visitar,2,0.001464128843338214
visitar lugar,2,0.001464128843338214
lugar realmente,2,0.001464128843338214
realmente unico,2,0.001464128843338214
unico centro,2,0.001464128843338214
centro unico,2,0.001464128843338214
unico lugar,2,0.001464128843338214
poder regular,2,0.001464128843338214
regular ciudad,2,0.001464128843338214
ciudad ciudad,2,0.001464128843338214
ciudad promedio,2,0.001464128843338214
promedio guanajuato,2,0.001464128843338214
ciudad relativamente,2,0.001464128843338214
relativamente pequen,2,0.001464128843338214
pequen cantidad,2,0.001464128843338214
cantidad establecimiento,2,0.001464128843338214
establecimiento ofrecer,2,0.001464128843338214
ofrecer variedad,2,0.001464128843338214
variedad actividad,2,0.001464128843338214
actividad comida,2,0.001464128843338214
comida comida,2,0.001464128843338214
comida salamanca,2,0.001464128843338214
salamanca delicios,2,0.001464128843338214
delicios nieve,2,0.001464128843338214
nieve empanada,2,0.001464128843338214
empanada antojito,2,0.001464128843338214
antojito mexicano,2,0.001464128843338214
mexicano taco,2,0.001464128843338214
taco cuestion,2,0.001464128843338214
cuestion variedad,2,0.001464128843338214
variedad centro,2,0.001464128843338214
centro art,2,0.001464128843338214
art casa,2,0.001464128843338214
casa cultura,2,0.001464128843338214
cultura ofrecer,2,0.001464128843338214
ofrecer espacio,2,0.001464128843338214
espacio expresion,2,0.001464128843338214
expresion artistico,2,0.001464128843338214
artistico plaza,2,0.001464128843338214
plaza cine,2,0.001464128843338214
cine restaurante,2,0.001464128843338214
restaurante centro,2,0.001464128843338214
centro historico,2,0.001464128843338214
historico interesante,2,0.001464128843338214
interesante sentir,2,0.001464128843338214
sentir seguro,2,0.001464128843338214
seguro iluminado,2,0.001464128843338214
iluminado decoracion,2,0.001464128843338214
decoracion adicionalmente,2,0.001464128843338214
adicionalmente medio,2,0.001464128843338214
medio transporte,2,0.001464128843338214
publico comodo,2,0.001464128843338214
comodo andar,2,0.001464128843338214
andar bici,2,0.001464128843338214
bici caminar,2,0.001464128843338214
caminar ejemplo,2,0.001464128843338214
ejemplo colonia,2,0.001464128843338214
colonia bellavista,2,0.001464128843338214
bellavista alrededor,2,0.001464128843338214
alrededor zona,2,0.001464128843338214
zona bonito,2,0.001464128843338214
bonito caminar,2,0.001464128843338214
caminar ofrecer,2,0.001464128843338214
ofrecer muchisir,2,0.001464128843338214
muchisir restaurante,2,0.001464128843338214
restaurante panaderia,2,0.001464128843338214
panaderia refineria,2,0.001464128843338214
refineria ciudad,2,0.001464128843338214
ciudad definitivamente,2,0.001464128843338214
definitivamente salud,2,0.001464128843338214
salud generar,2,0.001464128843338214
generar aroma,2,0.001464128843338214
aroma asqueroso,2,0.001464128843338214
asqueroso conductor,2,0.001464128843338214
conductor paso,2,0.001464128843338214
paso cruz,2,0.001464128843338214
peatonal general,2,0.001464128843338214
general conducir,2,0.001464128843338214
conducir saltar,2,0.001464128843338214
saltar rojo,2,0.001464128843338214
rojo pasar,2,0.001464128843338214
pasar musica,2,0.001464128843338214
musica alto,2,0.001464128843338214
alto volumen,2,0.001464128843338214
volumen calle,2,0.001464128843338214
calle encender,2,0.001464128843338214
encender direccional,2,0.001464128843338214
direccional conducir,2,0.001464128843338214
conducir exceso,2,0.001464128843338214
exceso velocidad,2,0.001464128843338214
velocidad tema,2,0.001464128843338214
tema seguridad,2,0.001464128843338214
seguridad personalmente,2,0.001464128843338214
personalmente sentir,2,0.001464128843338214
sentir riesgo,2,0.001464128843338214
riesgo asaltar,2,0.001464128843338214
asaltar violentado,2,0.001464128843338214
violentado ironicamen,2,0.001464128843338214
ironicamen cruz,2,0.001464128843338214
peatonal inclusivir,2,0.001464128843338214
inclusivir dirio,2,0.001464128843338214
dirio tranquilo,2,0.001464128843338214
tranquilo ciudad,2,0.001464128843338214
ciudad entidad,2,0.001464128843338214
entidad irapuato,2,0.001464128843338214
irapuato celaya,2,0.001464128843338214
lugar promedio,2,0.001464128843338214
promedio ofrecer,2,0.001464128843338214
ofrecer turisticamente,2,0.001464128843338214
principal ventaja,2,0.001464128843338214
ventaja raro,2,0.001464128843338214
raro encontrar,2,0.001464128843338214
encontrar trafico,2,0.001464128843338214
trafico tiempo,2,0.001464128843338214
tiempo traslado,2,0.001464128843338214
traslado sencillo,2,0.001464128843338214
sencillo rapido,2,0.001464128843338214
rapido falta,2,0.001464128843338214
falta variedad,2,0.001464128843338214
variedad establecimiento,2,0.001464128843338214
establecimiento actividad,2,0.001464128843338214
actividad recreativa,2,0.001464128843338214
opinar respeto,2,0.001464128843338214
respeto persona,2,0.001464128843338214
persona salir,2,0.001464128843338214
salir casa,2,0.001464128843338214
casa mandado,2,0.001464128843338214
mandado generalmente,2,0.001464128843338214
generalmente salgo,2,0.001464128843338214
salgo inseguridad,2,0.001464128843338214
saquenmir ayudo,2,0.001464128843338214
conocer escuchar,2,0.001464128843338214
escuchar persona,2,0.001464128843338214
persona vivir,2,0.001464128843338214
vivir lugar,2,0.001464128843338214
lugar contaminado,2,0.001464128843338214
contaminado peligroso,2,0.001464128843338214
peligroso recordar,2,0.001464128843338214
recordar escuchar,2,0.001464128843338214
escuchar cosa,2,0.001464128843338214
cosa positivo,2,0.001464128843338214
positivo lugar,2,0.001464128843338214
lugar mercado,2,0.001464128843338214
lugar punto,2,0.001464128843338214
inter demasiado,2,0.001464128843338214
demasiado contaminacion,2,0.001464128843338214
contaminacion peligroso,2,0.001464128843338214
peligroso interesante,2,0.001464128843338214
interesante poder,2,0.001464128843338214
punto malo,2,0.001464128843338214
malo malo,2,0.001464128843338214
malo intentar,2,0.001464128843338214
intentar cosa,2,0.001464128843338214
cosa comodidad,2,0.001464128843338214
comodidad convivencia,2,0.001464128843338214
convivencia mayormente,2,0.001464128843338214
general ciudad,2,0.001464128843338214
ciudad destacar,2,0.001464128843338214
destacar atractivo,2,0.001464128843338214
atractivo turistico,2,0.001464128843338214
turistico motivir,2,0.001464128843338214
motivir gente,2,0.001464128843338214
gente querer,2,0.001464128843338214
querer visitar,2,0.001464128843338214
visitar ciudad,2,0.001464128843338214
ciudad visualmente,2,0.001464128843338214
visualmente bonito,2,0.001464128843338214
bonito mayoria,2,0.001464128843338214
mayoria olor,2,0.001464128843338214
olor agradable,2,0.001464128843338214
cuidad chico,2,0.001464128843338214
chico ende,2,0.001464128843338214
ende variedad,2,0.001464128843338214
variedad comida,2,0.001464128843338214
comida lugar,2,0.001464128843338214
lugar souvenirs,2,0.001464128843338214
souvenirs atraccion,2,0.001464128843338214
atraccion aparte,2,0.001464128843338214
aparte sentir,2,0.001464128843338214
sentir tanto,2,0.001464128843338214
tanto cultura,2,0.001464128843338214
cultura tema,2,0.001464128843338214
tema inseguridad,2,0.001464128843338214
foraneo venir,2,0.001464128843338214
venir regreso,2,0.001464128843338214
regreso diario,2,0.001464128843338214
diario ver,2,0.001464128843338214
ver viajar,2,0.001464128843338214
viajar opinion,2,0.001464128843338214
opinion completo,2,0.001464128843338214
inseguro transporte,2,0.001464128843338214
transporte caro,2,0.001464128843338214
caro comida,2,0.001464128843338214
transporte ejemplo,2,0.001464128843338214
ejemplo caso,2,0.001464128843338214
caso desconocer,2,0.001464128843338214
desconocer dema,2,0.001464128843338214
dema igual,2,0.001464128843338214
igual deberio,2,0.001464128843338214
deberio limitar,2,0.001464128843338214
limitar necesitar,2,0.001464128843338214
necesitar regresar,2,0.001464128843338214
regresar tocar,2,0.001464128843338214
tocar pedir,2,0.001464128843338214
pedir uber,2,0.001464128843338214
uber caro,2,0.001464128843338214
caro considerar,2,0.001464128843338214
considerar cosa,2,0.001464128843338214
cosa comer,2,0.001464128843338214
comer plan,2,0.001464128843338214
plan limitar,2,0.001464128843338214
limitar salir,2,0.001464128843338214
salir comer,2,0.001464128843338214
comer comida,2,0.001464128843338214
comida relacion,2,0.001464128843338214
relacion calidadprecio,2,0.001464128843338214
calidadprecio deberio,2,0.001464128843338214
deberio cuidar,2,0.001464128843338214
cuidar higiene,2,0.001464128843338214
higiene comodidad,2,0.001464128843338214
comodidad transporte,2,0.001464128843338214
publico deficiente,2,0.001464128843338214
deficiente conductor,2,0.001464128843338214
conductor ofendar,2,0.001464128843338214
ofendar paguser,2,0.001464128843338214
paguser precio,2,0.001464128843338214
precio estudiante,2,0.001464128843338214
