ngram,total_frequency,relative_frequency
potencial especial gastronomia,2,0.001589825119236884
especial gastronomia actividad,2,0.001589825119236884
gastronomia actividad cultural,2,0.001589825119236884
lugar pequeno atraccion,2,0.001589825119236884
pequeno atraccion llamativo,2,0.001589825119236884
salamanca lugar hostil,2,0.001589825119236884
lugar hostil recomendario,2,0.001589825119236884
hostil recomendario visitar,2,0.001589825119236884
recomendario visitar dejaria,2,0.001589825119236884
visitar dejaria ultima,2,0.001589825119236884
dejaria ultima opcion,2,0.001589825119236884
ultima opcion contar,2,0.001589825119236884
opcion contar lugar,2,0.001589825119236884
contar lugar bonito,2,0.001589825119236884
lugar bonito facebook,2,0.001589825119236884
salamanca ciudad gobierno,2,0.001589825119236884
ciudad gobierno querer,2,0.001589825119236884
gobierno querer hacer,2,0.001589825119236884
querer hacer crecer,2,0.001589825119236884
hacer crecer inseguridad,2,0.001589825119236884
crecer inseguridad descuidado,2,0.001589825119236884
gente salmantino variar,2,0.001589825119236884
salmantino variar amabilidad,2,0.001589825119236884
variar amabilidad salamanca,2,0.001589825119236884
amabilidad salamanca actualmente,2,0.001589825119236884
salamanca actualmente lugar,2,0.001589825119236884
actualmente lugar evitar,2,0.001589825119236884
lugar evitar convertir,2,0.001589825119236884
evitar convertir lugar,2,0.001589825119236884
convertir lugar fantasma,2,0.001589825119236884
lugar fantasma inseguridad,2,0.001589825119236884
fantasma inseguridad llevar,2,0.001589825119236884
inseguridad llevar gastronomia,2,0.001589825119236884
llevar gastronomia cultura,2,0.001589825119236884
gastronomia cultura salamanca,2,0.001589825119236884
cultura salamanca tenia,2,0.001589825119236884
salamanca tenia perder,2,0.001589825119236884
tenia perder falta,2,0.001589825119236884
perder falta seguridad,2,0.001589825119236884
ciudad oportunidad laboral,2,0.001589825119236884
oportunidad laboral estudiantil,2,0.001589825119236884
laboral estudiantil decente,2,0.001589825119236884
estudiantil decente calidad,2,0.001589825119236884
decente calidad vida,2,0.001589825119236884
calidad vida zona,2,0.001589825119236884
vida zona insegura,2,0.001589825119236884
zona insegura recreacion,2,0.001589825119236884
insegura recreacion contaminacion,2,0.001589825119236884
recreacion contaminacion persona,2,0.001589825119236884
salamanca lugar lugar,2,0.001589825119236884
lugar lugar accesibl,2,0.001589825119236884
lugar accesibl precio,2,0.001589825119236884
accesibl precio lugar,2,0.001589825119236884
precio lugar poder,2,0.001589825119236884
lugar poder conocer,2,0.001589825119236884
poder conocer inseguridad,2,0.001589825119236884
conocer inseguridad gobierno,2,0.001589825119236884
inseguridad gobierno ayudar,2,0.001589825119236884
gobierno ayudar persona,2,0.001589825119236884
ayudar persona calir,2,0.001589825119236884
persona calir poder,2,0.001589825119236884
calir poder caracterizar,2,0.001589825119236884
poder caracterizar lugar,2,0.001589825119236884
caracterizar lugar resiliente,2,0.001589825119236884
oler feo refineria,2,0.001589825119236884
municipio guanajuato ciudad,2,0.001589825119236884
guanajuato ciudad opacado,2,0.001589825119236884
ciudad opacado constante,2,0.001589825119236884
opacado constante ola,2,0.001589825119236884
constante ola violencia,2,0.001589825119236884
ola violencia causar,2,0.001589825119236884
violencia causar inseguridad,2,0.001589825119236884
causar inseguridad habitante,2,0.001589825119236884
inseguridad habitante turista,2,0.001589825119236884
habitante turista ver,2,0.001589825119236884
turista ver ciudad,2,0.001589825119236884
ver ciudad industrial,2,0.001589825119236884
ciudad industrial refineria,2,0.001589825119236884
industrial refineria malo,2,0.001589825119236884
refineria malo imagen,2,0.001589825119236884
