cluster,rank,palabra,score_centroide,idf_local,df_en_cluster,n_docs_cluster
0,1,oler feo refineria,0.111111,2.609438,1,12
0,2,lugar peligroso adaptar,0.111111,2.609438,1,12
0,3,promedio ofrecer turisticamente,0.078567,2.609438,1,12
0,4,lugar promedio ofrecer,0.078567,2.609438,1,12
0,5,lugar pequeno atraccion,0.078567,2.609438,1,12
0,6,pequeno atraccion llamativo,0.078567,2.609438,1,12
0,7,seguridad delincuencia municipio,0.06415,2.609438,1,12
0,8,potencial especial gastronomia,0.06415,2.609438,1,12
0,9,general contaminacion seguridad,0.06415,2.609438,1,12
0,10,gastronomia actividad cultural,0.06415,2.609438,1,12
0,11,especial gastronomia actividad,0.06415,2.609438,1,12
0,12,contaminacion seguridad delincuencia,0.06415,2.609438,1,12
0,13,viajar opinion completo,0.045361,2.609438,1,12
0,14,diario ver viajar,0.045361,2.609438,1,12
0,15,regreso diario ver,0.045361,2.609438,1,12
